FB1	FB2	L1	L2
AT2G21730.1.Hnull	50	244	27	261
AT2G21740.1.Hnull	0	1	0	0
AT2G21750.1.Hnull	0	0	0	0
AT2G21760.1.Hnull	0	0	0	0
AT2G21770.1.Hnull	68	856	52	913
AT2G21780.1.Hnull	5	2	8	0
AT2G21790.1.Hnull	465	2041	239	2402
AT2G21800.2.Hnull	18	18	16	11
AT2G21810.1	0	0	0	0
AT2G21820.1	9	14	56	49
AT2G21830.1.Hnull	329	272	133	203
AT2G21840.1.Hnull	41	6	39	5
AT2G21850.1.Hnull	227	30	256	32
AT2G21860.1	1142	1038	1607	1536
AT2G21870.1.Hnull	6719	6931	6437	6992
AT2G21880.1.Hnull	148	85	116	92
AT2G21890.1.Hnull	37	162	54	216
AT2G21895.1.Hnull	0	1	2	0
AT2G21900.1.Hnull	0	0	0	0
AT2G21905.1.Hnull	0	0	0	0
AT2G21910.1	5	4	1	0
AT2G21920.1.Hnull	0	0	0	0
AT2G21930.1.Hnull	5	0	2	0
AT2G21940.4.Hnull	607	314	784	309
AT2G21950.1	848	741	891	1057
AT2G21960.1.Hnull	4646	3614	4971	3666
AT2G21970.1.Hnull	7747	1892	9173	2048
AT2G21980.1.Hnull	0	4	0	1
AT2G21990.1.Hnull	6	14	6	5
AT2G22000.1.Hnull	128	49	91	63
AT2G22010.2.Hnull	3588	1630	6819	1888
AT2G22030.1.Hnull	0	0	0	0
AT2G22040.1.Hnull	4	70	2	102
AT2G22050.1.Hnull	0	0	1	0
AT2G22055.1.Hnull	9	0	2	0
AT2G22060.1.Hnull	0	0	0	0
AT2G22070.1.Hnull	24	45	40	56
AT2G22080.1.Hnull	1292	2164	1196	3518
AT2G22088.1.Hnull	38	17	63	14
AT2G22090.2.Hnull	720	315	1016	324
AT2G22100.1.Hnull	174	151	324	220
AT2G22110.1.Hnull	0	0	0	0
AT2G22120.2.Hnull	365	327	454	304
AT2G22121.1	0	0	0	0
AT2G22122.1	103	99	68	78
AT2G22125.1.Hnull	6831	6428	5340	6793
AT2G22140.1	161	122	14	14
AT2G22145.1.Hnull	0	0	0	0
AT2G22150.1.Hnull	0	0	0	0
AT2G22155.1.Hnull	0	0	0	0
AT2G22160.1.Hnull	0	0	0	0
AT2G22170.1.Hnull	364	2269	72	2502
AT2G22180.1.Hnull	0	0	0	0
AT2G22190.1	529	610	1666	2255
AT2G22200.1	44	69	78	142
AT2G22201.1.Hnull	0	0	0	0
AT2G22210.1	0	0	0	0
AT2G22220.1.Hnull	0	0	0	0
AT2G22230.1	2303	1419	661	371
AT2G22240.1.Hnull	15456	1186	6159	1222
AT2G22241.1.Hnull	0	0	0	0
AT2G22250.2.Hnull	752	624	530	704
AT2G22260.1.Hnull	92	69	108	71
AT2G22270.1.Hnull	265	170	292	192
AT2G22280.1.Hnull	0	0	0	0
AT2G22290.1	79	40	9	3
AT2G22300.1.Hnull	3302	1703	6455	1885
AT2G22310.2.Hnull	438	208	381	172
AT2G22320.1.Hnull	0	0	0	0
AT2G22330.1.Hnull	1848	2057	569	2410
AT2G22335.1.Hnull	0	7	0	9
AT2G22340.1.Hnull	1	1	1	3
AT2G22345.1	0	0	0	0
AT2G22350.1.Hnull	4	1	3	0
AT2G22360.1.Hnull	1950	2744	1932	3272
AT2G22370.1.Hnull	176	165	237	138
AT2G22380.1.Hnull	0	1	0	0
AT2G22390.1	170	129	87	122
AT2G22400.1.Hnull	1070	2861	2736	3028
AT2G22410.1.Hnull	26	82	43	138
AT2G22420.1.Hnull	316	19	215	26
AT2G22425.1.Hnull	928	929	596	1141
AT2G22426.1	0	0	0	0
AT2G22430.1	5844	6139	13671	19606
AT2G22440.1	0	0	0	0
AT2G22450.1.Hnull	142	1077	846	1375
AT2G22460.1.Hnull	0	3	2	1
AT2G22470.1	149	160	75	12
AT2G22475.1.Hnull	373	331	386	320
AT2G22480.1.Hnull	1060	829	1804	890
AT2G22482.1	118	102	98	87
AT2G22490.2.Hnull	492	449	599	412
AT2G22496.1.Hnull	0	0	0	1
AT2G22500.1.Hnull	893	2686	946	2679
AT2G22510.1.Hnull	23	0	0	1
AT2G22520.1.Hnull	0	0	0	0
AT2G22530.1.Hnull	483	234	522	222
AT2G22540.1.Hnull	6597	4024	6943	4416
AT2G22560.1.Hnull	201	111	195	110
AT2G22570.1.Hnull	236	98	327	123
AT2G22580.1.Hnull	0	0	0	0
AT2G22590.1.Hnull	13	29	9	24
AT2G22600.1	185	145	12	12
AT2G22610.1.Hnull	43	160	24	201
AT2G22620.1	254	307	26	19
AT2G22630.1	1	0	1	0
AT2G22640.1.Hnull	583	249	350	245
AT2G22650.1.Hnull	225	364	322	335
AT2G22660.2	3569	6042	4119	6857
AT2G22668.1.Hnull	0	0	0	0
AT2G22670.4.Hnull	5437	4199	3212	4535
AT2G22680.1.Hnull	108	56	204	50
AT2G22690.1.Hnull	309	161	416	178
AT2G22710.1.Hnull	34	1	21	0
AT2G22720.2.Hnull	2341	1462	2696	1425
AT2G22730.1.Hnull	116	89	176	79
AT2G22740.2.Hnull	976	724	873	771
AT2G22750.2	6	15	0	0
AT2G22760.1.Hnull	1	10	1	3
AT2G22770.1.Hnull	24	85	6	149
AT2G22780.1.Hnull	2864	1601	2614	1796
AT2G22790.1	45	59	70	71
AT2G22795.1	6639	4697	1933	1257
AT2G22800.1.Hnull	197	128	139	171
AT2G22802.1.Hnull	0	0	0	0
AT2G22805.1.Hnull	0	0	0	0
AT2G22807.1.Hnull	1	0	0	0
AT2G22810.1	64	31	23	0
AT2G22820.1.Hnull	0	0	0	0
AT2G22821.1.Hnull	42	17	11	11
AT2G22830.1.Hnull	206	562	264	568
AT2G22840.1.Hnull	426	280	509	340
AT2G22850.1.Hnull	92	33	69	32
AT2G22860.1.Hnull	70	31	54	28
AT2G22870.1.Hnull	318	537	412	595
AT2G22880.1.Hnull	61	264	51	189
AT2G22890.1.Hnull	49	172	29	209
AT2G22900.1.Hnull	527	301	525	408
AT2G22905.1.Hnull	29	16	31	23
AT2G22910.1.Hnull	756	624	949	611
AT2G22920.2.Hnull	49	235	22	274
AT2G22930.1.Hnull	17	32	10	31
AT2G22940.1.Hnull	0	0	0	0
AT2G22941.1	58	37	0	2
AT2G22942.1.Hnull	0	0	0	0
AT2G22950.1.Hnull	12	92	5	86
AT2G22955.1.Hnull	3	22	1	20
AT2G22960.1.Hnull	6	135	2	127
AT2G22970.3.Hnull	1785	555	1474	659
AT2G22980.4.Hnull	714	972	607	999
AT2G22990.3	2258	2329	9409	5396
AT2G23000.1.Hnull	704	1092	181	1163
AT2G23010.2	81	64	66	24
AT2G23020.1.Hnull	0	0	0	0
AT2G23030.1.Hnull	4	57	3	91
AT2G23040.1.Hnull	14	15	7	27
AT2G23050.1.Hnull	0	3	0	8
AT2G23060.1.Hnull	0	13	2	13
AT2G23067.1.Hnull	0	0	0	0
AT2G23070.1.Hnull	2898	2261	2499	2454
AT2G23080.1.Hnull	926	429	908	373
AT2G23090.1.Hnull	8228	3840	6702	4210
AT2G23093.1.Hnull	136	105	128	105
AT2G23096.1.Hnull	0	1	0	0
AT2G23100.1	31	18	135	51
AT2G23110.1	0	0	0	0
AT2G23118.1.Hnull	0	0	0	1
AT2G23120.1.Hnull	6063	6177	2288	8128
AT2G23130.1	327	262	1075	25
AT2G23140.1.Hnull	946	588	1116	524
AT2G23142.1	2	2	0	0
AT2G23148.1.Hnull	0	0	0	0
AT2G23149.1.Hnull	0	0	0	0
AT2G23150.1.Hnull	339	278	363	294
AT2G23160.1	32	18	0	0
AT2G23170.1.Hnull	82	10	162	16
AT2G23171.1.Hnull	0	0	0	0
AT2G23180.1	797	430	362	268
AT2G23190.1.Hnull	0	3	5	4
AT2G23200.1.Hnull	2615	1026	3398	1429
AT2G23210.1	0	1	1	0
AT2G23220.1	1	1	0	0
AT2G23230.1.Hnull	0	0	0	0
AT2G23240.1	0	0	0	0
AT2G23250.1.Hnull	3	8	1	5
AT2G23260.1.Hnull	0	0	0	0
AT2G23270.1.Hnull	9	0	4	2
AT2G23290.1	709	367	368	165
AT2G23300.1.Hnull	58	84	40	85
AT2G23310.1.Hnull	862	626	1108	574
AT2G23320.1.Hnull	821	963	1520	940
AT2G23321.1.Hnull	0	4	0	0
AT2G23330.1.Hnull	172	102	341	127
AT2G23340.1	555	559	254	214
AT2G23347.1.Hnull	6	3	14	4
AT2G23348.1.Hnull	41	16	58	3
AT2G23350.1.Hnull	2381	7998	2513	8809
AT2G23360.1.Hnull	473	495	290	565
AT2G23370.1.Hnull	321	284	354	296
AT2G23380.1.Hnull	244	548	157	677
AT2G23390.1	1414	1640	2874	4180
AT2G23400.1	0	0	0	0
AT2G23410.1.Hnull	2	0	1	1
AT2G23420.1	1789	953	4326	2177
AT2G23430.1	193	174	964	686
AT2G23440.1	0	0	0	0
AT2G23450.2.Hnull	1516	595	2060	575
AT2G23460.1.Hnull	2640	1265	2346	1224
AT2G23470.1.Hnull	419	220	515	167
AT2G23480.1.Hnull	1	0	0	0
AT2G23490.1	0	0	0	0
AT2G23500.1.Hnull	0	0	0	0
AT2G23510.1.Hnull	1	0	0	1
AT2G23520.1.Hnull	937	514	905	518
AT2G23530.1.Hnull	1	13	0	27
AT2G23550.1.Hnull	22	69	37	66
AT2G23560.1	100	104	54	45
AT2G23570.1.Hnull	0	16	0	16
AT2G23580.1.Hnull	22	63	8	43
AT2G23590.1.Hnull	54	347	43	341
AT2G23600.1.Hnull	6260	4080	6880	3824
AT2G23610.1	562	399	1895	1653
AT2G23620.1.Hnull	9	22	1	23
AT2G23630.1.Hnull	2	34	1	21
AT2G23640.1.Hnull	0	0	0	0
AT2G23650.1.Hnull	0	0	0	0
AT2G23660.1.Hnull	0	1	0	2
AT2G23670.1.Hnull	280	184	230	243
AT2G23672.1.Hnull	82	34	77	69
AT2G23673.1.Hnull	10	24	11	23
AT2G23680.1.Hnull	361	58	555	59
AT2G23690.1.Hnull	54	44	8	33
AT2G23700.1.Hnull	138	136	66	126
AT2G23710.1.Hnull	0	0	0	0
AT2G23720.1	1	0	1	2
AT2G23740.2.Hnull	961	817	1240	860
AT2G23755.1.Hnull	216	97	198	103
AT2G23760.1.Hnull	2739	1743	3094	1961
AT2G23770.1	5	23	408	636
AT2G23780.1.Hnull	1378	557	1377	483
AT2G23790.1.Hnull	734	475	740	467
AT2G23800.1.Hnull	8	6	2	8
AT2G23808.1.Hnull	0	0	0	0
AT2G23810.1.Hnull	3072	2444	2484	1599
AT2G23820.2	1055	865	645	489
AT2G23830.1	2	4	13	7
AT2G23834.1.Hnull	0	0	0	0
AT2G23840.1.Hnull	2637	1613	2391	1280
AT2G23850.1.Hnull	5	32	6	28
AT2G23860.1.Hnull	0	13	2	8
AT2G23870.1.Hnull	0	0	0	0
AT2G23880.1.Hnull	13	114	15	121
AT2G23890.1.Hnull	360	325	592	322
AT2G23900.1	1271	1035	4	2
AT2G23910.1.Hnull	4	58	9	75
AT2G23920.1	0	0	0	0
AT2G23930.1	4457	2140	880	819
AT2G23940.1.Hnull	599	494	599	434
AT2G23945.1.Hnull	3	15	2	5
AT2G23950.1.Hnull	937	419	1856	426
AT2G23960.1.Hnull	2	13	1	10
AT2G23970.1.Hnull	0	0	0	1
AT2G23980.1.Hnull	2570	780	2377	784
AT2G23985.2.Hnull	322	255	191	277
AT2G23990.2.Hnull	0	0	0	1
AT2G24000.1	59	34	3	0
AT2G24010.1.Hnull	52	51	68	36
AT2G24020.1.Hnull	2288	4279	1437	4326
AT2G24030.1.Hnull	16	15	4	7
AT2G24040.1.Hnull	321	126	178	115
AT2G24050.1.Hnull	766	1538	932	1862
AT2G24060.1.Hnull	1519	3300	1633	3496
AT2G24070.1.Hnull	10	24	5	17
AT2G24080.1.Hnull	1	16	0	18
AT2G24090.1.Hnull	4924	9515	3253	12738
AT2G24100.1.Hnull	1021	86	976	64
AT2G24103.1.Hnull	0	0	0	0
AT2G24110.1.Hnull	15	203	15	170
AT2G24120.1.Hnull	631	2849	1662	3360
AT2G24130.1.Hnull	2	23	0	15
AT2G24140.1	49	45	35	11
AT2G24150.1.Hnull	1878	1542	936	1589
AT2G24160.1.Hnull	1616	226	1701	286
AT2G24165.1.Hnull	41	4	124	4
AT2G24170.1.Hnull	154	277	45	298
AT2G24180.1.Hnull	3347	1059	3348	1126
AT2G24190.2.Hnull	225	243	194	207
AT2G24200.1	9109	11132	10352	11969
AT2G24205.1.Hnull	0	0	0	0
AT2G24210.1.Hnull	21	7	7	5
AT2G24220.1.Hnull	573	109	563	90
AT2G24230.1.Hnull	463	540	255	589
AT2G24240.1.Hnull	250	379	458	383
AT2G24250.1.Hnull	76	101	114	62
AT2G24255.1.Hnull	1	0	0	0
AT2G24260.1.Hnull	201	174	226	147
AT2G24270.4	22920	19645	27837	16106
AT2G24280.1.Hnull	9111	1288	6030	1307
AT2G24285.1.Hnull	1	0	0	0
AT2G24290.1.Hnull	459	452	337	499
AT2G24300.2	200	150	81	35
AT2G24310.1	110	86	1	7
AT2G24320.1.Hnull	0	1	1	2
AT2G24330.1.Hnull	666	572	665	600
AT2G24340.1.Hnull	0	0	0	0
AT2G24350.1.Hnull	83	132	98	107
AT2G24360.1.Hnull	4528	1681	6182	1990
AT2G24370.1	594	548	4	3
AT2G24380.1	0	0	0	0
AT2G24390.1.Hnull	746	416	750	437
AT2G24395.1	462	235	342	177
AT2G24400.1.Hnull	5	0	3	0
AT2G24410.1.Hnull	1	9	0	14
AT2G24420.1	4711	3850	6207	6311
AT2G24430.1.Hnull	6	0	2	1
AT2G24440.1.Hnull	56	135	40	179
AT2G24450.1.Hnull	11	0	18	1
AT2G24460.1.Hnull	0	0	0	0
AT2G24470.1.Hnull	0	1	0	1
AT2G24480.1	6	5	1	0
AT2G24490.1.Hnull	101	224	51	179
AT2G24500.1.Hnull	888	1426	1447	1623
AT2G24510.1.Hnull	0	0	0	0
AT2G24513.1.Hnull	0	1	0	0
AT2G24520.1.Hnull	747	609	1198	696
AT2G24530.1.Hnull	197	102	320	101
AT2G24540.1.Hnull	617	73	395	85
AT2G24545.1.Hnull	13	6	7	5
AT2G24550.1.Hnull	1158	1743	933	1583
AT2G24560.1.Hnull	1	1	2	2
AT2G24570.1.Hnull	178	543	401	531
AT2G24580.1.Hnull	1123	698	1099	774
AT2G24590.1.Hnull	855	1070	902	1307
AT2G24592.1.Hnull	79	16	75	15
AT2G24600.3.Hnull	1097	1380	1531	1112
AT2G24610.1.Hnull	14	26	3	34
AT2G24615.1	57	42	0	0
AT2G24617.1.Hnull	0	0	0	0
AT2G24620.1.Hnull	0	0	0	0
AT2G24625.1.Hnull	0	0	0	0
AT2G24630.1.Hnull	505	325	238	309
AT2G24640.1.Hnull	559	358	651	382
AT2G24645.1.Hnull	152	205	229	271
AT2G24650.1.Hnull	793	429	1093	460
AT2G24660.1.Hnull	12	19	7	30
AT2G24670.1.Hnull	0	0	0	0
AT2G24680.2	151	135	20	18
AT2G24681.1.Hnull	1	1	0	2
AT2G24683.1.Hnull	0	1	0	2
AT2G24690.1.Hnull	923	437	717	487
AT2G24692.1.Hnull	36	29	2	24
AT2G24693.1.Hnull	0	0	0	0
AT2G24696.1.Hnull	0	0	0	0
AT2G24700.1.Hnull	4	10	5	15
AT2G24710.1.Hnull	0	0	0	2
AT2G24720.1.Hnull	0	0	0	3
AT2G24730.1	0	0	0	0
AT2G24735.1.Hnull	0	0	2	0
AT2G24740.1.Hnull	1	0	4	1
AT2G24748.1.Hnull	0	0	0	1
AT2G24750.1.Hnull	140	59	133	87
AT2G24755.1	131	152	173	179
AT2G24760.1.Hnull	29	24	32	40
AT2G24761.1.Hnull	0	0	0	0
AT2G24762.1.Hnull	420	404	77	486
AT2G24765.1.Hnull	1062	1261	790	1479
AT2G24780.1.Hnull	0	0	1	0
AT2G24790.1.Hnull	8547	8891	7632	8533
AT2G24791.1	0	0	0	0
AT2G24800.1.Hnull	0	2	0	1
AT2G24810.1.Hnull	0	9	0	9
AT2G24820.1.Hnull	6377	4280	7224	4378
AT2G24830.1.Hnull	446	335	438	328
AT2G24834.1.Hnull	0	0	0	0
AT2G24840.1	1	0	0	0
AT2G24850.1.DE	353	308	1912	581
AT2G24860.1.Hnull	1641	827	785	893
AT2G24870.1.Hnull	7	7	6	1
AT2G24880.1	0	0	0	1
AT2G24890.1.Hnull	0	0	0	0
AT2G24900.1.Hnull	0	0	0	0
AT2G24910.1.Hnull	0	0	0	0
AT2G24915.1	0	0	0	0
AT2G24920.1	0	0	0	0
AT2G24930.1.Hnull	2	5	3	8
AT2G24940.1	17	13	23	18
AT2G24945.1.Hnull	7	3	10	5
AT2G24950.1.Hnull	0	0	0	0
AT2G24960.1	370	459	204	243
AT2G24970.1.Hnull	26	84	6	62
AT2G24980.1.Hnull	6	2	4	1
AT2G24990.1.Hnull	264	472	566	559
AT2G25000.1.Hnull	582	14	757	17
AT2G25010.1.Hnull	814	380	948	324
AT2G25011.1.Hnull	0	0	0	0
AT2G25015.1.Hnull	0	1	0	0
AT2G25020.1.Hnull	0	0	0	1
AT2G25025.1.Hnull	0	0	0	0
AT2G25030.1.Hnull	0	2	0	2
AT2G25040.1	0	0	0	0
AT2G25050.2.Hnull	759	449	757	468
AT2G25052.1.Hnull	0	2	0	0
AT2G25060.1	2649	2449	65	23
AT2G25070.1.Hnull	2990	833	3011	848
AT2G25080.1.Hnull	15964	9812	11436	9204
AT2G25090.1.Hnull	3	1	6	3
AT2G25095.1.Hnull	0	1	0	1
AT2G25100.1.Hnull	435	397	287	402
AT2G25110.1.Hnull	1479	1358	1363	1549
AT2G25120.1	0	0	0	0
AT2G25130.1.Hnull	0	34	2	18
AT2G25140.1.Hnull	929	378	1705	439
AT2G25150.1.Hnull	20	18	42	18
AT2G25160.1.Hnull	0	0	0	0
AT2G25169.1.Hnull	1	1	5	2
AT2G25170.1.Hnull	3725	3170	5135	3594
AT2G25171.1.Hnull	0	16	1	19
AT2G25180.1.Hnull	1024	828	995	786
AT2G25185.1.Hnull	0	0	0	0
AT2G25190.1.Hnull	682	349	525	377
AT2G25200.1.Hnull	377	568	242	501
AT2G25210.1.Hnull	460	1531	365	1425
AT2G25220.2.DE	37	23	165	92
AT2G25230.1.Hnull	0	0	0	0
AT2G25240.1.Hnull	1	8	2	6
AT2G25250.1.Hnull	974	779	1110	698
AT2G25255.1.Hnull	1	2	2	0
AT2G25260.1.Hnull	114	20	110	14
AT2G25270.1.Hnull	121	191	36	198
AT2G25280.1.Hnull	1019	437	1053	457
AT2G25290.1	746	544	628	484
AT2G25295.1.Hnull	0	0	0	0
AT2G25300.1	436	484	244	275
AT2G25305.1	0	0	0	0
AT2G25310.1.Hnull	1438	692	1290	795
AT2G25312.1	0	0	0	0
AT2G25320.1.Hnull	1834	1204	2687	1422
AT2G25330.1	118	112	6	11
AT2G25340.1.Hnull	8	73	1	71
AT2G25344.1.Hnull	0	0	0	0
AT2G25350.1	518	461	436	560
AT2G25355.1.Hnull	91	193	130	196
AT2G25360.1.Hnull	0	0	0	0
AT2G25370.1.Hnull	0	0	0	0
AT2G25380.1.Hnull	0	6	0	6
AT2G25390.1.Hnull	0	0	0	0
AT2G25400.1	1	0	0	0
AT2G25409.1.Hnull	0	1	0	0
AT2G25410.1	0	1	0	0
AT2G25420.1.Hnull	430	150	423	176
AT2G25430.1	3401	3369	3800	3629
AT2G25440.1.Hnull	154	10	572	11
AT2G25450.1.Hnull	8818	11879	3290	11929
AT2G25460.1.Hnull	26	65	27	51
AT2G25470.1.Hnull	26	4	28	4
AT2G25480.1.Hnull	769	886	738	1053
AT2G25482.1.Hnull	2	0	0	0
AT2G25490.1.Hnull	6301	2115	9013	2189
AT2G25500.1.Hnull	0	20	0	29
AT2G25510.1.Hnull	99219	20451	62974	20276
AT2G25520.1.Hnull	4647	1123	4123	1223
AT2G25530.1	1342	741	311	119
AT2G25540.1.Hnull	36	479	34	552
AT2G25550.1.Hnull	0	0	0	2
AT2G25560.1.Hnull	401	254	561	259
AT2G25565.1	1	0	2	1
AT2G25570.1.Hnull	216	271	267	228
AT2G25580.1.Hnull	250	192	422	234
AT2G25590.1	477	714	774	1084
AT2G25600.1.Hnull	5	3	3	3
AT2G25605.1.Hnull	1048	698	1161	701
AT2G25610.1.Hnull	1338	1061	1101	1173
AT2G25620.1	869	616	300	259
AT2G25625.1.Hnull	1198	182	1084	168
AT2G25630.1.Hnull	0	0	0	0
AT2G25640.1.Hnull	139	358	192	309
AT2G25650.1.Hnull	607	419	990	656
AT2G25660.1.Hnull	2502	2358	3074	2778
AT2G25670.1.Hnull	2002	2188	2823	2609
AT2G25680.1.Hnull	287	313	234	309
AT2G25685.1.Hnull	1	0	1	0
AT2G25687.1	2	2	0	0
AT2G25690.1.Hnull	237	118	275	131
AT2G25697.1.Hnull	0	0	0	0
AT2G25700.1.Hnull	0	11	0	15
AT2G25710.1.Hnull	698	444	735	455
AT2G25720.1	549	327	318	284
AT2G25730.2.Hnull	593	2379	3217	3230
AT2G25735.1.Hnull	187	858	226	646
AT2G25737.1	1268	839	514	433
AT2G25740.1.Hnull	574	298	602	271
AT2G25760.2.Hnull	1959	1144	3023	1280
AT2G25770.1.Hnull	0	2	5	1
AT2G25780.1.Hnull	0	2	2	3
AT2G25790.1.Hnull	146	190	134	168
AT2G25800.1.Hnull	1968	1889	1739	1751
AT2G25810.1.Hnull	32	4	9	2
AT2G25820.1.Hnull	81	20	16	22
AT2G25830.1	1249	958	1479	1101
AT2G25840.2.Hnull	851	2062	620	2434
AT2G25850.2	696	1300	901	1579
AT2G25870.1.Hnull	1322	3327	1453	3977
AT2G25880.1.Hnull	25	53	14	59
AT2G25890.1.Hnull	0	1	0	1
AT2G25900.1.Hnull	2468	6601	894	6789
AT2G25910.2.Hnull	2072	865	1622	856
AT2G25920.1.Hnull	601	362	606	365
AT2G25930.1.Hnull	337	1466	1177	1905
AT2G25940.1.Hnull	51	81	70	95
AT2G25950.1	1355	1212	419	790
AT2G25964.1.Hnull	321	68	359	54
AT2G25970.1.Hnull	2630	3351	4696	3772
AT2G25975.1.Hnull	0	0	0	0
AT2G25980.1.Hnull	0	0	0	0
AT2G25990.1.Hnull	0	0	0	2
AT2G26000.2.Hnull	325	230	425	194
AT2G26010.1.Hnull	5289	32	87	39
AT2G26030.1.Hnull	651	190	706	189
AT2G26040.1	16	19	90	98
AT2G26050.1.Hnull	0	11	0	4
AT2G26060.1.Hnull	1065	704	1244	786
AT2G26070.1.Hnull	364	200	314	182
AT2G26080.1.Hnull	68460	26017	40970	28492
AT2G26090.1.Hnull	0	0	0	0
AT2G26100.1.Hnull	662	405	724	429
AT2G26110.1	2645	1577	946	776
AT2G26120.1.Hnull	2	0	2	1
AT2G26130.1.Hnull	0	0	1	0
AT2G26135.1	0	1	0	0
AT2G26140.1.Hnull	4577	3782	6033	4284
AT2G26150.1.Hnull	42	12	1461	8
AT2G26160.1.Hnull	3	14	4	12
AT2G26170.1.Hnull	1940	172	1567	141
AT2G26180.1.Hnull	107	71	59	82
AT2G26190.1.Hnull	3288	3307	4344	2714
AT2G26200.1.Hnull	392	856	841	930
AT2G26210.1.Hnull	1492	651	1119	638
AT2G26211.1	6	2	19	25
AT2G26215.1.Hnull	132	118	177	113
AT2G26220.1	11	16	62	56
AT2G26230.1.Hnull	1676	572	2097	590
AT2G26240.1.Hnull	836	588	907	783
AT2G26250.1.Hnull	9367	5054	7443	5985
AT2G26260.1.Hnull	540	377	444	351
AT2G26267.1.Hnull	2	9	6	6
AT2G26270.1.Hnull	59	125	52	108
AT2G26280.1	1983	2169	4771	5125
AT2G26290.1.Hnull	8	10	14	13
AT2G26300.1.Hnull	1592	798	1478	897
AT2G26310.1.Hnull	65	15	163	21
AT2G26320.1.Hnull	0	0	0	0
AT2G26330.1.Hnull	3312	2509	2117	2510
AT2G26340.2.Hnull	2717	2087	2192	1895
AT2G26350.1.Hnull	511	266	646	290
AT2G26355.1.Hnull	1340	34	1228	42
AT2G26360.1.Hnull	75	67	80	80
AT2G26370.1.Hnull	0	0	0	0
AT2G26380.1.Hnull	0	127	1	193
AT2G26390.1.Hnull	47	4	18	1
AT2G26400.1.Hnull	144	236	80	213
AT2G26410.1.Hnull	6	0	4	0
AT2G26420.1.Hnull	1	6	0	7
AT2G26430.1	855	1693	1202	1261
AT2G26440.1.Hnull	1584	499	4279	769
AT2G26450.1.Hnull	24	2	7	6
AT2G26455.1.Hnull	2	0	0	0
AT2G26460.1.Hnull	598	573	1042	569
AT2G26470.1.Hnull	328	251	496	205
AT2G26480.1.Hnull	10	1	17	1
AT2G26490.1.Hnull	2	0	1	0
AT2G26500.2	14172	9539	29317	15519
AT2G26510.1.Hnull	1507	1048	2668	1202
AT2G26511.1.Hnull	0	0	0	0
AT2G26520.1	132	123	14	5
AT2G26530.1.Hnull	856	1880	1366	1532
AT2G26540.1.Hnull	814	1130	847	1071
AT2G26550.1.Hnull	866	1148	607	1393
AT2G26560.1.Hnull	1459	1696	6538	1741
AT2G26570.1.Hnull	3078	2290	3332	2776
AT2G26580.1.Hnull	843	566	728	551
AT2G26590.1.Hnull	954	812	1144	896
AT2G26600.1.Hnull	1563	401	2158	416
AT2G26610.1.Hnull	1	2	1	9
AT2G26620.1.Hnull	0	0	3	0
AT2G26630.1.Hnull	13	206	12	257
AT2G26640.1.Hnull	379	510	256	559
AT2G26650.1.Hnull	402	67	1026	88
AT2G26660.1.Hnull	772	399	790	339
AT2G26670.1.Hnull	4840	3148	5829	3315
AT2G26680.1.Hnull	603	467	516	453
AT2G26690.1.Hnull	4959	1320	858	1236
AT2G26692.1.Hnull	10	14	2	17
AT2G26695.1	254	326	265	263
AT2G26700.1.Hnull	8	26	2	30
AT2G26710.1.Hnull	429	276	183	336
AT2G26720.1.Hnull	0	0	0	1
AT2G26730.1.Hnull	2467	2442	1405	2462
AT2G26740.1.Hnull	6117	1645	3968	1507
AT2G26750.1	16	26	247	24
AT2G26760.1.Hnull	41	113	5	114
AT2G26770.1.Hnull	1908	1032	1508	977
AT2G26780.1	2465	2949	2463	3404
AT2G26790.1.Hnull	36	56	46	77
AT2G26800.2	1656	1788	3736	2360
AT2G26810.1	467	272	277	283
AT2G26820.1.Hnull	1	1	2	3
AT2G26830.1.Hnull	690	348	642	346
AT2G26840.2	708	433	337	339
AT2G26850.1.Hnull	8	78	9	118
AT2G26860.1.Hnull	244	168	421	81
AT2G26865.1.Hnull	0	0	0	0
AT2G26870.1.Hnull	281	203	237	259
AT2G26880.1.Hnull	0	0	0	0
AT2G26882.1.Hnull	0	0	0	0
AT2G26890.1.DE	1395	5493	4770	6620
AT2G26900.1.Hnull	5429	6644	8005	6751
AT2G26910.1	7312	11465	6297	6510
AT2G26920.1.Hnull	998	604	1335	678
AT2G26930.1.Hnull	1382	1533	1367	1765
AT2G26940.1.Hnull	0	5	0	3
AT2G26950.1.Hnull	0	0	0	1
AT2G26960.1	111	98	0	3
AT2G26970.1	472	293	491	533
AT2G26975.1.Hnull	1706	684	1771	638
AT2G26980.4.Hnull	1188	1855	1060	2367
AT2G26990.1.Hnull	1459	1109	1615	1051
AT2G27000.1	4	2	4	6
AT2G27010.1.Hnull	0	2	0	5
AT2G27020.1.Hnull	2087	3547	2487	4134
AT2G27030.3.Hnull	2862	2431	2183	2487
AT2G27035.1.Hnull	23	9	11	36
AT2G27040.1.Hnull	1008	1209	1315	1233
AT2G27050.1.Hnull	5538	3318	3023	2962
AT2G27060.1	736	859	1179	423
AT2G27070.1.Hnull	0	0	3	4
AT2G27080.1.Hnull	87	486	34	291
AT2G27090.1.Hnull	1484	501	2048	509
AT2G27100.1	1303	2507	1592	2060
AT2G27110.1.Hnull	1252	760	1403	765
AT2G27120.1.Hnull	1	57	1	81
AT2G27130.1	572	361	343	31
