FB1	FB2	L1	L2
AT2G14120.3	1756	2536	1524	2236
AT2G14130.1	0	0	0	0
AT2G14140.1	0	0	0	2
AT2G14150.1	0	0	0	0
AT2G14160.1	0	5	0	0
AT2G14170.1	3211	3230	1234	3138
AT2G14180.1	0	0	0	0
AT2G14190.1	0	0	0	0
AT2G14200.1	0	0	0	0
AT2G14206.1	0	0	0	0
AT2G14210.1	62	35	19	27
AT2G14220.1	222	228	197	231
AT2G14230.1	4	11	0	0
AT2G14240.1	0	0	0	0
AT2G14245.1	3	2	0	0
AT2G14247.1.Hnull	0	202	1	203
AT2G14255.1	739	984	1092	1097
AT2G14260.1	1492	1393	2896	2271
AT2G14270.1	1	0	0	2
AT2G14280.1	1	0	0	0
AT2G14282.1	228	138	0	1
AT2G14285.1	572	424	608	480
AT2G14288.1.Hnull	0	9	0	11
AT2G14289.1	0	0	0	0
AT2G14290.1	20	4	4	4
AT2G14300.1	0	0	0	0
AT2G14310.1	0	1	0	0
AT2G14320.1	5	3	0	1
AT2G14330.1	3	3	0	0
AT2G14335.1	0	0	0	0
AT2G14340.1	0	0	0	0
AT2G14350.1	0	0	0	0
AT2G14365.1	1	2	0	0
AT2G14370.1	0	0	0	0
AT2G14378.1	5	2	0	0
AT2G14380.1	0	0	0	0
AT2G14390.1	0	0	0	0
AT2G14400.1	0	0	0	0
AT2G14405.1	0	0	0	0
AT2G14410.1	0	0	0	0
AT2G14415.1	0	0	0	0
AT2G14420.1	3	4	3	3
AT2G14430.1	2	3	0	0
AT2G14440.1	6	5	0	0
AT2G14450.1	0	0	0	1
AT2G14455.1	0	0	0	0
AT2G14460.1	583	319	129	152
AT2G14470.1	0	1	0	0
AT2G14475.1	59	76	8	6
AT2G14490.1.Hnull	0	48	2	37
AT2G14500.1	0	1	0	0
AT2G14510.1	1	1	0	0
AT2G14520.1	513	516	153	343
AT2G14530.1	245	579	496	489
AT2G14535.1	0	0	0	0
AT2G14540.1	0	0	0	0
AT2G14550.1	2	13	1	2
AT2G14560.1	264	733	15565	27313
AT2G14570.1	0	0	0	0
AT2G14580.1	0	2	1	0
AT2G14590.1.Hnull	0	0	0	0
AT2G14595.1	0	0	0	0
AT2G14600.1	0	0	0	0
AT2G14605.1	0	0	0	0
AT2G14610.1	15	5	2787	1004
AT2G14620.1.Hnull	35	20	32	32
AT2G14630.1	0	0	0	0
AT2G14635.1	1	0	0	2
AT2G14640.1	0	0	0	0
AT2G14650.1	0	0	0	1
AT2G14660.1	370	217	172	108
AT2G14661.1	0	0	0	0
AT2G14670.1.Hnull	0	7	0	3
AT2G14680.2	885	958	783	1067
AT2G14690.1	3	4	0	0
AT2G14692.1	0	0	0	0
AT2G14700.1	0	1	1	0
AT2G14710.1	81	66	0	0
AT2G14720.1	2645	4159	4132	6662
AT2G14730.1	4	4	0	1
AT2G14740.1	1530	2059	1691	2128
AT2G14750.1	1905	1148	6438	3341
AT2G14760.3	0	0	0	0
AT2G14770.2	0	0	0	0
AT2G14772.1	0	0	0	0
AT2G14774.1	0	0	0	0
AT2G14777.1	0	0	0	0
AT2G14780.1.Hnull	0	0	0	0
AT2G14790.1	0	0	0	0
AT2G14793.1.Hnull	0	0	0	0
AT2G14796.1	0	0	0	1
AT2G14800.1	154	104	32	42
AT2G14810.1	0	0	0	0
AT2G14820.1	4	3	0	0
AT2G14830.1.Hnull	33	38	76	30
AT2G14835.1	1849	1818	1018	1047
AT2G14840.1	10	17	5	11
AT2G14843.1	0	0	0	0
AT2G14846.1	0	0	0	0
AT2G14850.1	399	341	369	425
AT2G14860.1	624	385	80	107
AT2G14870.1	4	1	1	2
AT2G14878.1.Hnull	3181	211	1872	254
AT2G14880.1	1934	1769	1315	1560
AT2G14890.1	3479	9036	1341	301
AT2G14900.1	880	611	38	4
AT2G14910.1	4392	4193	10235	8954
AT2G14920.1.Hnull	1	0	0	0
AT2G14930.1	3	1	0	0
AT2G14935.1	0	0	0	0
AT2G14940.1	19	6	0	0
AT2G14950.1	0	0	0	1
AT2G14960.1	5	11	0	0
AT2G14970.1	1	0	0	0
AT2G14980.1	0	0	0	0
AT2G14990.1	0	0	0	0
AT2G15000.4	807	706	168	188
AT2G15010.1	1	0	7	0
AT2G15012.1	0	0	0	0
AT2G15013.1	0	0	0	0
AT2G15014.1	0	0	0	0
AT2G15015.1	0	0	0	0
AT2G15016.1	0	0	0	0
AT2G15017.1	0	0	0	0
AT2G15020.1	284	328	6630	9201
AT2G15025.1	0	0	0	0
AT2G15029.1	0	0	1	1
AT2G15030.1	11	11	41	40
AT2G15040.1	8	51	732	2008
AT2G15042.1	11	135	1624	3899
AT2G15045.1	0	0	0	0
AT2G15050.1	502	526	2545	3124
AT2G15060.1	15	11	26	65
AT2G15070.1.Hnull	26	1	84	2
AT2G15080.1.Hnull	4755	1263	6040	996
AT2G15090.1	1736	1760	871	353
AT2G15100.1	0	0	0	0
AT2G15110.1	0	0	0	0
AT2G15120.1	4	2	3	2
AT2G15128.1	122	47	20	15
AT2G15130.1	35	9	26	9
AT2G15140.1	0	0	0	0
AT2G15145.1	0	0	0	0
AT2G15150.1	0	0	0	0
AT2G15160.1	1	0	3	3
AT2G15170.1	0	0	0	4
AT2G15180.1	2	2	1	0
AT2G15185.1	0	1	0	2
AT2G15190.1	0	0	0	0
AT2G15200.1	0	0	0	0
AT2G15210.1	0	0	0	0
AT2G15220.1	0	0	15	0
AT2G15230.1.Hnull	790	275	833	267
AT2G15240.1.Hnull	926	449	891	507
AT2G15250.1	0	0	0	0
AT2G15260.1	0	0	0	0
AT2G15270.1	948	565	410	389
AT2G15271.1	0	1	0	0
AT2G15280.1	1286	779	623	259
AT2G15290.1.Hnull	2187	2277	1796	2513
AT2G15292.1	2414	1993	599	797
AT2G15300.1	85	160	63	147
AT2G15310.1	201	114	202	252
AT2G15318.1	2	0	2	3
AT2G15320.1	834	1299	1762	1276
AT2G15325.1	0	0	1	0
AT2G15327.1.Hnull	0	0	0	0
AT2G15330.1	0	0	0	0
AT2G15340.1	180	143	4	1
AT2G15345.1	3	0	3	2
AT2G15350.1	0	1	2	0
AT2G15360.1	0	0	4	1
AT2G15370.1	0	0	1	1
AT2G15380.1.Hnull	1	2	0	1
AT2G15390.2	2	6	968	1446
AT2G15400.1	271	296	40	76
AT2G15410.1	0	1	0	1
AT2G15420.1	0	0	0	0
AT2G15430.1	1698	1105	353	406
AT2G15440.1	222	225	81	73
AT2G15450.1	0	0	0	0
AT2G15460.1	0	0	0	0
AT2G15470.1	0	0	0	0
AT2G15480.1	47	64	314	813
AT2G15490.1	4	0	8	8
AT2G15500.1	1	0	0	0
AT2G15510.1	0	0	0	0
AT2G15520.1	0	0	0	0
AT2G15530.4	1215	1720	1060	1151
AT2G15535.1	298	149	0	0
AT2G15540.1	1	0	0	2
AT2G15550.1.Hnull	0	0	0	0
AT2G15555.1	81	64	0	0
AT2G15560.1	1158	963	998	1274
AT2G15570.2	673	703	629	534
AT2G15580.1	579	804	2843	2659
AT2G15590.2	0	2	0	0
AT2G15600.1	0	0	0	0
AT2G15610.1	0	0	0	0
AT2G15620.1	1272	3495	10462	16635
AT2G15630.1	66	53	15	47
AT2G15640.1	36	8	1	0
AT2G15650.1	49	155	6	2
AT2G15660.1.Hnull	0	0	0	0
AT2G15670.1	7	1	1	0
AT2G15680.1	0	0	0	0
AT2G15690.1	1231	1168	339	743
AT2G15695.1	1027	986	2048	2163
AT2G15700.1	0	0	0	0
AT2G15710.1	1	1	0	0
AT2G15720.1	3	12	1	0
AT2G15730.1.Hnull	182	57	203	86
AT2G15740.1.Hnull	0	0	0	0
AT2G15750.1	1	0	3	19
AT2G15760.1	27	13	125	88
AT2G15765.1	1	0	0	0
AT2G15770.1	10	4	0	0
AT2G15780.1.Hnull	1	0	1	0
AT2G15790.1	691	544	481	456
AT2G15800.1	6	13	22	13
AT2G15810.1.Hnull	22	5	5	8
AT2G15815.1	0	0	0	0
AT2G15820.1	496	608	865	834
AT2G15830.1	40	51	221	128
AT2G15840.1	29	21	71	49
AT2G15850.1	0	0	0	0
AT2G15860.2	2778	2377	1204	1411
AT2G15870.1	0	0	0	0
AT2G15880.1	94	2491	32	309
AT2G15890.1	309	1439	437	3662
AT2G15900.1	837	1530	900	1860
AT2G15910.1	1072	643	236	277
AT2G15920.1	0	0	0	0
AT2G15930.1	0	0	0	0
AT2G15940.1	2	2	7	19
AT2G15950.1	0	0	0	0
AT2G15960.1	136	253	614	540
AT2G15970.1	4561	5545	8131	6685
AT2G15980.1	129	211	172	278
AT2G15990.1	0	0	0	0
AT2G16000.1	5	1	0	0
AT2G16005.1	0	3	0	0
AT2G16010.1	0	0	0	0
AT2G16015.1	5	5	0	0
AT2G16016.1	21	16	0	0
AT2G16018.1	26	22	2	0
AT2G16019.1	0	0	0	0
AT2G16020.1	0	0	0	0
AT2G16030.1	76	51	1	2
AT2G16040.1	13	14	0	0
AT2G16050.1	76	88	129	256
AT2G16060.1	43	42	70	59
AT2G16070.2	991	980	2373	1622
AT2G16080.1	0	0	0	0
AT2G16090.1	781	770	523	677
AT2G16100.1	0	1	0	0
AT2G16110.1	0	0	0	0
AT2G16120.1	0	2	0	0
AT2G16130.1	320	293	0	0
AT2G16140.1	32	20	18	13
AT2G16145.1	0	0	0	0
AT2G16150.1	0	0	3	0
AT2G16160.1	0	0	0	0
AT2G16170.1	0	0	0	0
AT2G16180.1	0	1	0	0
AT2G16190.1	10	31	0	0
AT2G16200.2	9	1	0	0
AT2G16210.1	902	577	2	0
AT2G16220.1	22	9	0	0
AT2G16225.1	0	0	0	0
AT2G16230.1	0	2	0	2
AT2G16240.1	0	0	0	0
AT2G16245.1	37	44	16	11
AT2G16250.1.Hnull	302	248	291	240
AT2G16260.1.Hnull	0	1	0	1
AT2G16270.1	1370	896	74	66
AT2G16280.1	4598	1959	6815	3946
AT2G16290.1	0	0	0	0
AT2G16300.1	1	0	0	0
AT2G16310.1	5	3	1	5
AT2G16320.1.Hnull	0	0	0	0
AT2G16330.1.Hnull	2	0	3	0
AT2G16340.1	0	0	0	0
AT2G16360.1	75	49	4	1
AT2G16365.1	2335	1851	2707	3281
AT2G16367.1	26	13	832	40
AT2G16370.1	1623	1418	659	804
AT2G16380.1	18	17	658	1018
AT2G16385.1	0	2	1	0
AT2G16390.1	1010	1186	440	370
AT2G16400.1	1047	951	1101	1123
AT2G16405.1	634	692	640	861
AT2G16410.1	0	0	0	0
AT2G16420.1	0	0	0	0
AT2G16430.2	3111	2426	2213	1896
AT2G16440.1	1704	1554	98	32
AT2G16450.1	112	55	0	0
AT2G16460.1	934	587	469	360
AT2G16485.1	1324	4002	2169	3636
AT2G16490.1	1	0	1	2
AT2G16500.1	8564	7466	11158	6660
AT2G16505.1	987	389	0	1
AT2G16510.1	3244	2424	2418	1759
AT2G16520.1	76	40	0	0
AT2G16530.1	425	254	353	433
AT2G16535.1	479	204	0	0
AT2G16540.1	0	0	0	0
AT2G16550.1	1	0	0	0
AT2G16560.1	3	1	0	0
AT2G16570.1	446	312	6	14
AT2G16575.1	1	1	3	1
AT2G16580.1	296	169	6	2
AT2G16586.1	874	1110	473	497
AT2G16592.1	171	65	0	0
AT2G16594.1	4	0	0	0
AT2G16595.1.Hnull	171	41	287	38
AT2G16600.1	24232	18643	13786	19041
AT2G16610.1	0	0	0	0
AT2G16620.1	0	0	0	0
AT2G16630.1.Hnull	425	215	318	365
AT2G16640.1	3290	4648	1783	3365
AT2G16650.1	371	403	189	442
AT2G16660.1	1612	1459	2379	1969
AT2G16668.1	0	0	0	0
AT2G16670.1	1	0	0	2
AT2G16676.1	0	0	1	0
AT2G16680.1	0	0	0	0
AT2G16690.1	0	0	0	0
AT2G16700.1	442	390	196	269
AT2G16710.3	653	479	486	685
AT2G16720.1	310	220	323	245
AT2G16730.1	2151	3555	9	19
AT2G16740.1	235	226	850	931
AT2G16750.1	8371	4129	337	131
AT2G16760.1	695	779	2	4
AT2G16770.1	638	492	207	187
AT2G16780.1	1603	1115	128	75
AT2G16790.1	58	27	65	8
AT2G16800.1.Hnull	781	1111	875	1173
AT2G16810.1	4	7	0	0
AT2G16820.1.Hnull	0	0	0	0
AT2G16830.1	2	1	0	0
AT2G16832.1	0	0	0	0
AT2G16835.1	2	0	0	0
AT2G16840.1	0	0	0	0
AT2G16850.1	1456	904	156	42
AT2G16860.1	2678	1763	1620	1839
AT2G16870.1.Hnull	298	160	319	153
AT2G16880.1	804	785	505	641
AT2G16881.1.Hnull	0	0	0	1
AT2G16890.2	804	893	327	555
AT2G16895.1	36	27	10	12
AT2G16900.1.Hnull	488	426	696	479
AT2G16905.1	14	8	0	1
AT2G16910.1.Hnull	4	7	22	7
AT2G16920.1	1105	1489	1047	1483
AT2G16930.2	1363	893	756	922
AT2G16940.2.Hnull	3297	2951	3328	3554
AT2G16950.1	2062	2792	3107	4042
AT2G16955.1	0	0	0	0
AT2G16960.1	0	4	1	0
AT2G16970.1	1	0	0	0
AT2G16980.2	55	48	10	19
AT2G16990.1	899	924	369	481
AT2G17000.1	44	84	0	0
AT2G17010.1	129	211	3	13
AT2G17020.1	1216	1073	943	864
AT2G17030.1	602	452	339	467
AT2G17033.2	1147	1056	1140	1612
AT2G17036.1	34	92	112	65
AT2G17040.1	57	55	2078	3250
AT2G17043.1	0	0	0	0
AT2G17050.1	1	2	18	42
AT2G17055.1	0	0	0	3
AT2G17060.1	4	1	8	37
AT2G17064.1	0	0	0	0
AT2G17070.1	0	3	0	0
AT2G17080.1	4	5	0	0
AT2G17090.1	11	6	0	0
AT2G17110.1	360	563	736	1272
AT2G17115.1	0	0	0	0
AT2G17120.1.Hnull	1550	373	1229	339
AT2G17130.1	1321	897	1140	1361
AT2G17140.1.Hnull	81	115	103	139
AT2G17150.1	471	498	897	1049
AT2G17160.1	0	0	0	0
AT2G17170.1	114	55	0	0
AT2G17180.1.Hnull	0	0	0	0
AT2G17190.1	2424	3317	2990	3572
AT2G17200.1	3217	3971	4334	5304
AT2G17210.1	58	86	31	43
AT2G17220.1	1150	900	2034	2268
AT2G17230.1	1697	906	1095	311
AT2G17240.1.Hnull	1243	1958	1780	2475
AT2G17250.1	905	1082	289	587
AT2G17260.1	213	240	232	242
AT2G17265.1	1187	1245	1437	1421
AT2G17270.1	706	447	207	180
AT2G17280.1	2559	1589	396	288
AT2G17290.1	622	579	1444	2224
AT2G17295.1	0	0	0	0
AT2G17300.1	824	515	273	85
AT2G17305.1	2	1	0	0
AT2G17310.1	2	0	0	0
AT2G17320.1	943	693	626	684
AT2G17330.1	0	1	1	5
AT2G17340.1	2990	1802	4779	2628
AT2G17350.1	739	427	676	614
AT2G17360.1	11634	7267	2609	2581
AT2G17370.1	1603	1445	236	160
AT2G17380.1	1974	1271	930	743
AT2G17390.1	6454	4665	4636	4571
AT2G17410.1.Hnull	1719	1540	2447	1646
AT2G17420.1.Hnull	2894	1754	2703	1910
AT2G17430.1.Hnull	91	18	136	22
AT2G17440.1	728	580	474	512
AT2G17442.1	434	347	30	31
AT2G17450.1	734	797	705	813
AT2G17460.1.Hnull	0	0	0	0
AT2G17470.1	427	469	55	82
AT2G17477.1	2	0	0	0
AT2G17480.1	2211	1851	567	535
AT2G17490.1	117	58	4	3
AT2G17500.1	1397	1141	960	810
AT2G17510.2	1398	1664	1630	2412
AT2G17520.1	990	1707	2017	2808
AT2G17525.1	258	294	147	204
AT2G17530.1	1138	945	697	726
AT2G17540.2	608	514	972	769
AT2G17550.1	1341	1013	1094	483
AT2G17556.1	0	0	0	0
AT2G17560.1	5802	2640	954	866
AT2G17570.1	240	184	201	258
AT2G17580.1	913	613	407	429
AT2G17590.1	0	0	0	0
AT2G17600.1	0	0	0	0
AT2G17610.1	0	0	0	0
AT2G17620.1	348	184	3	0
AT2G17630.1	1250	671	61	70
AT2G17640.1	710	591	729	780
AT2G17650.1	363	410	444	553
AT2G17660.1	22	14	17	9
AT2G17670.1	367	364	124	279
AT2G17680.1	0	0	0	0
AT2G17690.1	16	29	7	9
AT2G17695.1	857	576	3115	2580
AT2G17700.1.Hnull	1175	544	1231	565
AT2G17705.1	266	207	320	392
AT2G17710.1.Hnull	1575	113	3632	95
AT2G17720.1	1406	1072	992	1156
AT2G17723.1	2	0	0	0
AT2G17730.2	1191	920	634	753
AT2G17740.1	0	0	13	9
AT2G17750.1	2	1	0	0
AT2G17760.1	1483	1143	1351	1368
AT2G17770.2	119	165	4	7
AT2G17780.1	510	365	483	168
AT2G17785.1	34	20	1	0
AT2G17787.1	269	316	299	357
AT2G17790.1	1781	2450	1370	1828
AT2G17800.1	3194	2242	829	567
AT2G17810.1	0	0	0	0
AT2G17820.1	817	763	2572	4063
AT2G17830.1	223	161	54	45
AT2G17840.1	913	1506	1912	3259
AT2G17845.1	135	135	2	0
AT2G17850.1	4	0	0	0
AT2G17860.1	7	14	2	0
AT2G17870.1	1309	1527	794	1202
AT2G17880.1	195	383	148	64
AT2G17890.1	175	273	3	2
AT2G17900.1.Hnull	93	73	83	79
AT2G17910.1.Hnull	0	1	0	1
AT2G17920.1	0	0	0	0
AT2G17930.1.Hnull	5336	2549	9412	2766
AT2G17940.1	119	77	2	2
AT2G17950.1	626	769	1	0
AT2G17960.1	0	0	0	0
AT2G17970.1	602	521	430	521
AT2G17972.1	851	534	676	624
AT2G17975.1	295	291	218	145
AT2G17980.1	2785	2352	1826	2330
AT2G17990.1	2280	2011	1410	1874
AT2G18000.2	122	64	25	26
AT2G18010.1	3	2	9	0
AT2G18020.1	26923	15364	5238	5186
AT2G18030.1	862	540	441	284
AT2G18040.1	6499	3470	3527	3161
AT2G18042.1	1	0	0	1
AT2G18050.1	56	95	1593	3480
AT2G18060.1.Hnull	8	63	9	43
AT2G18070.1	0	0	0	0
AT2G18080.1	233	128	5	0
AT2G18090.1	1308	2239	1526	1709
AT2G18100.1	284	320	76	56
AT2G18110.1	2674	2570	1533	1436
AT2G18115.1.Hnull	6	146	3	144
AT2G18120.1	31	30	33	25
AT2G18130.1	319	209	0	0
AT2G18140.1	5	3	0	0
AT2G18150.1.Hnull	0	0	0	0
AT2G18160.1	4	4	3	5
AT2G18162.1	9	3	8	5
AT2G18170.1	1566	1593	923	2113
AT2G18180.1	483	482	9	7
AT2G18190.1	51	56	0	3
AT2G18193.1	337	314	25	131
AT2G18196.1	88	90	122	184
AT2G18200.1	0	0	3	4
AT2G18210.1.Hnull	62	185	26	125
AT2G18220.1	1437	1156	259	509
AT2G18230.1	3590	4127	3896	4085
AT2G18240.1	736	488	615	646
AT2G18245.1	544	509	318	358
AT2G18250.1	444	391	485	572
AT2G18260.1	290	161	52	47
AT2G18270.1	1	0	1	0
AT2G18280.1	1797	3094	4092	3287
AT2G18290.1	629	437	395	664
AT2G18300.3	59	43	3935	2088
AT2G18310.1	0	0	0	0
AT2G18320.1	0	0	5	1
AT2G18323.1	0	0	0	0
AT2G18328.1	1127	609	3008	1749
AT2G18330.1	1061	886	261	304
AT2G18340.1	292	210	1	2
AT2G18350.1	214	195	252	523
AT2G18360.1	0	3	1	0
AT2G18370.1	0	1	9	0
AT2G18380.1	135	108	39	27
AT2G18390.1.DE	1046	619	311	215
AT2G18400.1	1482	809	230	125
AT2G18410.1	618	412	251	338
AT2G18420.1	393	392	16	1
AT2G18440.1	5013	5766	11954	12988
AT2G18450.1	25	17	3	0
AT2G18460.1	130	97	2	1
AT2G18465.1	502	381	260	254
AT2G18470.1	872	1320	5	3
AT2G18480.1	297	319	8	2
AT2G18490.1	0	0	0	0
AT2G18500.1	121	74	3	2
AT2G18510.1	572	1579	690	1134
AT2G18520.1	202	255	32	47
AT2G18530.1	0	0	0	0
AT2G18540.1	4	12	0	3
AT2G18550.1	26	41	19	11
AT2G18560.1	93	133	417	212
AT2G18570.1	155	298	356	244
AT2G18580.1	0	2	1	0
AT2G18590.1	0	0	0	0
AT2G18600.1	161	126	58	128
AT2G18610.1.Hnull	0	0	0	0
AT2G18620.1	19	9	6	3
AT2G18630.1	2409	1288	874	627
AT2G18640.1	2	7	3	2
AT2G18650.1	67	56	9	41
AT2G18660.1	77	59	804	720
AT2G18670.1	135	291	561	1285
AT2G18680.1	0	0	6	6
AT2G18690.1	15	14	696	645
AT2G18700.1	912	1841	1618	2439
AT2G18710.1	3238	3059	3283	3710
AT2G18720.1	39	24	0	4
AT2G18721.1	0	0	0	0
AT2G18730.1	2596	1807	2935	2411
AT2G18735.1	331	175	194	215
AT2G18740.1	3308	1530	1003	748
AT2G18750.1	2427	2551	3955	5443
AT2G18760.1	435	748	584	722
AT2G18770.1	846	732	475	379
AT2G18780.1	203	151	56	103
AT2G18790.1	2827	4897	9221	9013
AT2G18800.1	1	1	2	0
AT2G18810.1	2	0	0	0
AT2G18820.1	4	5	0	0
AT2G18830.1	1	0	0	0
AT2G18840.1	553	699	488	502
AT2G18850.1	771	514	408	543
AT2G18860.1	625	377	1382	1010
AT2G18870.1	1	0	0	0
AT2G18876.1	1082	854	562	568
AT2G18880.1	18	11	1	1
AT2G18890.1.Hnull	435	854	354	688
AT2G18900.1	908	1151	261	653
AT2G18910.1	941	703	748	699
AT2G18915.2	464	553	1027	1121
AT2G18917.1	18	39	54	86
AT2G18920.1	1	0	0	0
AT2G18930.1	0	0	0	2
AT2G18938.1	11	4	4	2
AT2G18940.1	967	1266	1336	1481
AT2G18950.1	3261	1956	1115	1642
AT2G18960.1	9379	22994	32715	39488
AT2G18969.1	420	290	24	8
AT2G18970.1	27	20	4	0
AT2G18980.1	0	1	5	6
AT2G18990.1	1383	764	244	188
AT2G19000.1	1794	1151	10	11
AT2G19010.1	292	303	0	0
AT2G19020.1	2	2	0	0
AT2G19030.1	90	52	0	0
AT2G19040.1	0	0	0	0
AT2G19045.1	0	4	0	0
AT2G19050.1	37	37	1	1
AT2G19060.1	5	10	0	0
AT2G19070.1	3966	5695	1	4
AT2G19080.1	1920	1158	714	840
AT2G19090.1.Hnull	39	83	34	104
AT2G19100.1	18	77	0	0
AT2G19110.1	7703	11021	1014	1204
AT2G19120.1	109	318	118	219
AT2G19130.1	133	284	1347	3200
AT2G19140.1	2	1	0	0
AT2G19146.1	1	0	0	0
AT2G19150.1	0	0	2	0
AT2G19160.1	943	668	648	694
AT2G19170.1	3096	3454	280	175
AT2G19180.1.Hnull	1044	429	1085	400
AT2G19190.1	7	15	99	184
AT2G19200.1	3	7	2	4
AT2G19210.1	7	1	0	0
AT2G19220.1	2	1	0	0
AT2G19230.1	2	0	0	0
AT2G19240.1	90	70	25	31
AT2G19250.1	363	404	223	339
AT2G19260.1	387	460	322	474
AT2G19270.1	1348	1063	830	963
AT2G19280.1	394	477	337	426
AT2G19290.1	0	0	0	2
AT2G19300.1	0	0	0	0
AT2G19310.1	690	991	1498	3730
AT2G19320.1	0	0	0	0
AT2G19330.1	505	400	9	20
AT2G19340.1.Hnull	225	147	238	206
AT2G19350.1	483	365	382	439
AT2G19360.1	1	1	5	3
AT2G19380.1	208	122	48	42
AT2G19385.1	750	408	134	221
AT2G19390.1	728	1143	790	1174
AT2G19400.1	506	458	179	169
AT2G19410.1	0	0	1	0
AT2G19420.1	0	0	0	0
AT2G19425.1	0	0	0	0
AT2G19430.1	1047	745	459	572
AT2G19440.1	26	25	0	0
AT2G19450.1.Hnull	57	648	491	994
AT2G19460.1	349	165	352	167
AT2G19470.1	1593	1406	1053	1420
AT2G19480.1	7776	5570	3272	4248
AT2G19490.1	588	287	87	174
AT2G19500.1	300	438	0	0
AT2G19510.1	0	0	0	0
AT2G19520.1	4759	4213	1455	1903
AT2G19530.1	239	107	33	17
AT2G19540.1	3879	3021	1757	2536
AT2G19550.1	39	33	16	28
AT2G19560.1	794	582	501	491
AT2G19570.1	111	103	65	28
AT2G19572.1	8	8	9	2
AT2G19580.1	327	290	123	87
AT2G19582.1.Hnull	1	3	4	3
AT2G19590.1	63	37	42	27
AT2G19600.1	1810	1366	631	547
AT2G19610.2	67	46	0	0
AT2G19620.1	956	664	216	121
AT2G19630.1	1	0	2	0
AT2G19640.2	523	442	119	266
AT2G19650.1	256	472	1669	1802
AT2G19660.1	51	49	3	1
AT2G19670.1	692	439	30	20
AT2G19680.1	1631	816	1143	784
AT2G19690.2	345	209	115	58
AT2G19700.1	8	5	1	2
AT2G19710.1	413	655	662	687
AT2G19720.1	538	287	69	79
AT2G19730.1	15399	7283	2426	2030
AT2G19740.1.DE	3186	2058	1183	1038
AT2G19750.1	3794	1808	720	828
AT2G19755.1	1	0	0	0
AT2G19760.1	4150	2210	1985	1374
AT2G19770.1	2494	1382	0	2
AT2G19780.1	753	385	326	52
AT2G19790.1	1713	1279	945	979
AT2G19796.1	0	0	0	0
AT2G19800.1	727	958	22	29
AT2G19802.1	0	0	0	0
AT2G19803.1	0	0	2	0
AT2G19806.1	2	3	3	2
AT2G19810.1	1034	1078	1111	3064
AT2G19820.1	0	0	0	0
AT2G19825.1	0	1	4	0
AT2G19830.1	3752	2956	4276	4090
AT2G19840.1	0	0	0	0
AT2G19850.2	3	9	1	2
AT2G19860.1	1163	1212	1694	1667
AT2G19870.1	1614	1074	713	921
AT2G19880.2	2384	1725	956	636
AT2G19890.1	6	6	0	0
AT2G19893.1	4	0	0	0
AT2G19900.1	21	23	1	1
AT2G19910.1	1067	1413	19	37
AT2G19920.1	347	393	3	4
AT2G19930.1	185	236	60	174
AT2G19940.1	1712	1452	1079	968
AT2G19950.2	1332	1737	1019	1259
AT2G19960.1	39	13	0	2
AT2G19970.1	15	16	6	2
AT2G19980.1	75	43	17	1
AT2G19990.1	3	3	41	21
AT2G20000.1	1439	1533	1110	1269
AT2G20010.2	1008	1082	1271	1365
AT2G20020.1	836	1154	1022	1913
AT2G20030.1	10	11	0	0
AT2G20050.1	1530	2465	2944	3179
AT2G20060.1	2339	1488	467	668
AT2G20070.1.Hnull	0	0	0	0
AT2G20080.1	11	11	0	0
AT2G20100.1	567	355	356	357
AT2G20110.2	255	171	50	79
AT2G20120.1	1657	1571	996	910
AT2G20130.1	855	599	567	558
AT2G20140.1	2869	1926	909	915
AT2G20142.1	19	15	301	214
AT2G20150.1	0	0	0	2
AT2G20160.1	5	0	0	0
AT2G20170.1	1	1	7	2
AT2G20180.2	455	561	676	1101
AT2G20190.1	3342	5002	4177	4362
AT2G20208.1	0	0	0	0
AT2G20210.1	270	189	319	221
AT2G20230.1.Hnull	3104	1882	3383	2176
AT2G20240.1	1147	769	216	135
AT2G20250.1	136	95	97	51
AT2G20260.1	6442	5172	12456	7337
AT2G20270.2	1689	1016	796	805
AT2G20280.1	2514	1830	1126	1612
AT2G20290.1	934	1013	613	444
AT2G20298.1	0	0	0	0
AT2G20300.1	1522	1905	934	670
AT2G20310.1	426	535	292	386
AT2G20320.1	600	1346	729	1331
AT2G20330.1	456	1432	1017	1274
AT2G20340.1	1041	936	3496	3087
AT2G20350.1	0	0	0	0
AT2G20360.1	6873	6889	4270	3572
AT2G20362.1	44	35	23	17
AT2G20370.1	1078	1332	1182	1111
AT2G20380.1	2	0	0	1
AT2G20390.2.Hnull	215	348	230	428
AT2G20400.1	364	450	286	434
AT2G20410.1	362	291	400	431
AT2G20420.1	10191	6228	4761	5141
AT2G20430.1	278	131	1	0
AT2G20440.1	1527	1155	308	427
AT2G20450.1	3812	2061	493	716
AT2G20453.1	0	0	0	0
AT2G20460.1	4	7	0	0
AT2G20463.1	1	0	0	0
AT2G20465.1	0	0	0	0
AT2G20470.1	1044	985	7	5
AT2G20480.1	155	109	13	22
AT2G20490.1	1601	938	260	357
AT2G20495.1	305	234	314	358
AT2G20500.1	94	82	158	179
AT2G20510.1.Hnull	0	65	4	77
AT2G20515.1	682	507	32	86
AT2G20520.1.Hnull	2	7	0	19
AT2G20530.1	3615	2495	602	577
AT2G20540.1	93	68	33	41
